BPS Race,Gender,Grade,Date,Time,Absent?,Tardy?,Dismissed?,Reason,Excused?,Home Lang,Student No,Filter
Black,F,11,11/28/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,258226,Tardy
White,F,12,11/28/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,Russian,260159,Tardy
Hispanic,M,9,11/28/2017,1:05 PM,FALSE,FALSE,TRUE,Illness/Medical,TRUE,Spanish,267191,Present
Other,F,10,11/28/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,311143,Tardy
Black,F,12,11/28/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,348402,Tardy
Hispanic,F,12,11/28/2017,7:43 AM,FALSE,TRUE,FALSE,,FALSE,English,326287,Tardy
White,F,9,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,305785,Absent
Hispanic,M,12,11/28/2017,10:17 AM,FALSE,TRUE,FALSE,,FALSE,English,247647,Tardy
White,M,12,11/28/2017,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,263309,Tardy
Hispanic,F,11,11/28/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,245845,Tardy
White,M,11,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,365887,Absent
Hispanic,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,258377,Absent
Black,F,8,11/28/2017,7:38 AM,FALSE,TRUE,FALSE,,FALSE,English,381479,Tardy
Asian,M,8,11/28/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,301713,Tardy
Black,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,249393,Absent
Black,F,12,11/28/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,348379,Tardy
Hispanic,M,8,11/28/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,307114,Tardy
White,M,7,11/28/2017,Null,TRUE,FALSE,FALSE,Other,TRUE,English,364606,Absent
Hispanic,M,8,11/28/2017,7:29 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,English,308095,Tardy
Black,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,359530,Absent
Black,F,8,11/28/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,322887,Tardy
Hispanic,F,9,11/28/2017,12:36 PM,FALSE,FALSE,TRUE,,FALSE,English,297115,Present
White,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,342440,Absent
Other,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,220458,Absent
Black,M,12,11/28/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,348409,Tardy
White,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,269779,Absent
Black,F,10,11/28/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,269434,Tardy
Black,F,9,11/28/2017,7:20 AM,FALSE,TRUE,FALSE,,FALSE,English,311230,Tardy
Asian,M,12,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,304105,Absent
Other,F,7,11/28/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,325556,Tardy
White,F,7,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,324062,Absent
White,F,10,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,296994,Absent
White,F,8,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,307528,Absent
Hispanic,M,12,11/28/2017,7:29 AM,FALSE,TRUE,FALSE,,FALSE,English,248560,Tardy
Hispanic,M,8,11/28/2017,7:40 AM,FALSE,TRUE,FALSE,,FALSE,English,309642,Tardy
White,F,12,11/28/2017,Null,FALSE,FALSE,FALSE,College Visit,TRUE,English,317413,Present
Hispanic,F,12,11/28/2017,Null,FALSE,FALSE,FALSE,College Visit,TRUE,English,303250,Present
White,F,7,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,315345,Absent
White,M,12,11/28/2017,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,236473,Tardy
White,F,7,11/28/2017,8:30 AM,FALSE,FALSE,TRUE,,FALSE,English,314249,Present
White,F,8,11/28/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,376815,Tardy
Asian,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,267092,Absent
Asian,F,9,11/28/2017,9:43 AM,FALSE,FALSE,TRUE,,FALSE,English,296337,Present
Hispanic,F,7,11/28/2017,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,400872,Tardy
White,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,348356,Absent
Asian,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Cantonese,268497,Absent
Black,F,8,11/28/2017,7:53 AM,FALSE,TRUE,FALSE,,FALSE,English,314336,Tardy
Black,M,12,11/28/2017,7:57 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,French,249039,Tardy
White,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,258869,Absent
Black,M,11,11/28/2017,8:20 AM,FALSE,TRUE,FALSE,,FALSE,Cape Verdean,259455,Tardy
Hispanic,F,10,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,232371,Absent
White,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,348357,Absent
Asian,M,12,11/28/2017,7:29 AM,FALSE,TRUE,FALSE,,FALSE,English,262665,Tardy
Other,F,11,11/28/2017,7:29 AM,FALSE,TRUE,FALSE,,FALSE,English,259325,Tardy
White,F,10,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,367435,Absent
Asian,M,8,11/28/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,361911,Tardy
Black,F,12,11/28/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,300625,Tardy
Hispanic,M,7,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,308716,Absent
Hispanic,M,12,11/28/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,236817,Tardy
Asian,M,10,11/28/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,367459,Tardy
Hispanic,F,11,11/28/2017,7:38 AM,FALSE,TRUE,FALSE,,FALSE,English,269031,Tardy
Hispanic,F,9,11/28/2017,8:04 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,371721,Tardy
Hispanic,M,9,11/28/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,266435,Tardy
Black,F,8,11/28/2017,7:34 AM,FALSE,TRUE,FALSE,,FALSE,English,311391,Tardy
White,M,11,11/28/2017,8:06 AM,FALSE,TRUE,FALSE,,FALSE,English,356711,Tardy
Hispanic,M,8,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,307618,Absent
Black,F,12,11/28/2017,7:43 AM,FALSE,TRUE,FALSE,,FALSE,Haitian,240903,Tardy
Hispanic,F,8,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,306650,Absent
Black,F,10,11/28/2017,7:29 AM,FALSE,TRUE,FALSE,,FALSE,English,268154,Tardy
White,M,12,11/28/2017,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,257691,Tardy
Black,M,9,11/28/2017,7:34 AM,FALSE,TRUE,FALSE,,FALSE,English,267656,Tardy
Other,F,9,11/28/2017,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,248186,Tardy
Hispanic,F,7,11/28/2017,8:02 AM,FALSE,TRUE,FALSE,,FALSE,English,339328,Tardy
Black,F,12,11/28/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,238707,Tardy
White,F,8,11/28/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,307279,Tardy
Black,M,9,11/28/2017,7:20 AM,FALSE,TRUE,FALSE,,FALSE,English,327882,Tardy
Hispanic,F,12,11/28/2017,9:50 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,236424,Tardy
Hispanic,F,9,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Spanish,309450,Absent
Black,F,11,11/28/2017,7:37 AM,FALSE,TRUE,FALSE,,FALSE,English,267116,Tardy
Asian,F,9,11/28/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,301983,Tardy
Black,M,12,11/28/2017,10:20 AM,FALSE,TRUE,FALSE,,FALSE,English,251040,Tardy
White,M,8,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,388561,Absent
Black,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,348457,Absent
Other,F,11,11/28/2017,7:20 AM,FALSE,TRUE,FALSE,,FALSE,English,298741,Tardy
White,M,10,11/28/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,298970,Tardy
Asian,F,11,11/28/2017,7:27 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,249727,Tardy
Black,F,10,11/28/2017,8:33 AM,FALSE,TRUE,FALSE,,FALSE,English,250550,Tardy
Asian,F,12,11/28/2017,7:29 AM,FALSE,TRUE,FALSE,,FALSE,Mandarin,350345,Tardy
Hispanic,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,260568,Absent
Nat. Amer.,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,245902,Absent
Black,F,8,11/28/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,388572,Tardy
White,F,10,11/28/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,Polish,268512,Tardy
Black,M,12,11/28/2017,10:18 AM,FALSE,TRUE,FALSE,,FALSE,English,348380,Tardy
White,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,348316,Absent
Black,F,7,11/28/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,315266,Tardy
Hispanic,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,255179,Absent
Black,F,9,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,381193,Absent
Black,F,12,11/28/2017,8:45 AM,FALSE,TRUE,FALSE,,FALSE,English,261745,Tardy
Black,M,12,11/28/2017,7:33 AM,FALSE,TRUE,FALSE,,FALSE,English,220784,Tardy
White,F,11,11/28/2017,8:16 AM,FALSE,TRUE,FALSE,,FALSE,Arabic,259056,Tardy
White,M,10,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,250886,Absent
Hispanic,M,9,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Spanish,268507,Absent
White,M,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,259677,Absent
White,F,8,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,268071,Absent
Black,M,9,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,241957,Absent
White,M,11,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,259906,Absent
White,F,9,11/28/2017,7:20 AM,FALSE,TRUE,FALSE,,FALSE,English,297571,Tardy
Black,F,9,11/28/2017,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,361936,Tardy
Black,M,11,11/28/2017,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,332341,Tardy
Asian,F,9,11/28/2017,12:24 PM,FALSE,FALSE,TRUE,,FALSE,Vietnamese,306032,Present
Asian,F,12,11/28/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,258419,Tardy
White,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,Bereavement,TRUE,English,326341,Absent
White,F,7,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,346320,Absent
Black,M,11,11/28/2017,8:28 AM,FALSE,TRUE,FALSE,,FALSE,English,262843,Tardy
White,M,9,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,297162,Absent
White,M,9,11/28/2017,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,297476,Tardy
Other,M,12,11/28/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,Cape Verdean,241546,Tardy
Hispanic,F,10,11/28/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,300401,Tardy
Black,M,12,11/28/2017,10:18 AM,FALSE,TRUE,FALSE,,FALSE,English,259787,Tardy
Black,F,8,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,319598,Absent
Other,F,11,11/28/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,229276,Tardy
Other,F,8,11/28/2017,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,307932,Tardy
Hispanic,F,10,11/28/2017,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,367447,Tardy
Hispanic,F,8,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,316147,Absent
White,F,10,11/28/2017,9:59 AM,FALSE,TRUE,FALSE,,FALSE,English,357866,Tardy
White,F,12,11/28/2017,9:28 AM,FALSE,TRUE,FALSE,,FALSE,English,258353,Tardy
Black,F,12,11/28/2017,8:49 AM,FALSE,TRUE,FALSE,,FALSE,English,348447,Tardy
Hispanic,F,10,11/28/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,268519,Tardy
Hispanic,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,Bereavement,TRUE,English,258431,Absent
Black,M,12,11/28/2017,11:00 AM,TRUE,TRUE,FALSE,,FALSE,English,236692,Absent
Black,M,10,11/28/2017,7:41 AM,FALSE,TRUE,FALSE,,FALSE,English,267787,Tardy
Black,F,9,11/28/2017,7:34 AM,FALSE,TRUE,FALSE,,FALSE,English,316057,Tardy
White,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,317374,Absent
White,M,9,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,201255,Absent
White,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,269534,Absent
White,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,247822,Absent
Black,F,9,11/28/2017,7:29 AM,FALSE,TRUE,FALSE,,FALSE,English,350924,Tardy
Hispanic,F,11,11/28/2017,7:33 AM,FALSE,TRUE,FALSE,,FALSE,English,360186,Tardy
Asian,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,359294,Absent
Asian,F,12,11/28/2017,8:49 AM,FALSE,TRUE,FALSE,,FALSE,English,248815,Tardy
Asian,F,9,11/28/2017,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,296539,Tardy
Asian,F,8,11/28/2017,7:33 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,309525,Tardy
Asian,M,11,11/28/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,248915,Tardy
Black,F,12,11/28/2017,7:55 AM,FALSE,TRUE,FALSE,,FALSE,Haitian,349071,Tardy
White,F,9,11/28/2017,9:49 AM,FALSE,TRUE,FALSE,Other,TRUE,English,298767,Tardy
Hispanic,F,8,11/28/2017,7:41 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,315061,Tardy
White,F,9,11/28/2017,7:59 AM,FALSE,TRUE,FALSE,,FALSE,English,306128,Tardy
Hispanic,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,305143,Absent
White,M,12,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,301397,Absent
White,M,7,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,314897,Absent
Hispanic,M,10,11/28/2017,8:26 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,247439,Tardy
White,M,9,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,297737,Absent
Hispanic,M,9,11/28/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,267800,Tardy
Black,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,,TRUE,English,264646,Absent
Black,F,12,11/28/2017,7:21 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,263208,Tardy
Asian,M,10,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,Vietnamese,228644,Absent
Asian,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Vietnamese,248997,Absent
Hispanic,F,11,11/28/2017,7:40 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,262558,Tardy
Hispanic,M,9,11/28/2017,7:35 AM,FALSE,TRUE,FALSE,,FALSE,English,268178,Tardy
Hispanic,F,11,11/28/2017,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,247313,Tardy
Hispanic,M,11,11/28/2017,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,298720,Tardy
Asian,F,10,11/28/2017,8:24 AM,FALSE,TRUE,FALSE,,FALSE,Cantonese,297258,Tardy
Hispanic,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,243053,Absent
Asian,M,12,11/28/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,269571,Tardy
Other,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,258828,Absent
White,F,10,11/28/2017,7:39 AM,FALSE,TRUE,FALSE,,FALSE,Polish,269743,Tardy
White,F,7,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,314714,Absent
Black,F,11,11/28/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,250999,Tardy
Hispanic,F,8,11/28/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,349319,Tardy
Hispanic,M,11,11/28/2017,10:21 AM,FALSE,TRUE,FALSE,,FALSE,English,259049,Tardy
Hispanic,F,9,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,297266,Absent
Hispanic,M,12,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,Spanish,229100,Absent
Hispanic,M,12,11/28/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,242394,Tardy
Hispanic,M,7,11/28/2017,7:40 AM,FALSE,TRUE,FALSE,,FALSE,English,315756,Tardy
Other,M,8,11/28/2017,11:25 AM,FALSE,FALSE,TRUE,,FALSE,English,298304,Present
Black,F,8,11/28/2017,Null,TRUE,FALSE,FALSE,Bus / Transportation,TRUE,English,314856,Absent
Hispanic,F,12,11/28/2017,7:28 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,263444,Tardy
Hispanic,M,11,11/28/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,263521,Tardy
White,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,269037,Absent
White,M,9,11/28/2017,7:38 AM,FALSE,TRUE,FALSE,,FALSE,English,310353,Tardy
White,M,9,11/28/2017,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,297593,Tardy
White,F,10,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,239598,Absent
White,M,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,259785,Absent
White,M,11,11/28/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,260292,Tardy
Hispanic,F,8,11/28/2017,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,307643,Tardy
Black,M,10,11/28/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,258725,Tardy
Black,M,8,11/28/2017,7:57 AM,TRUE,FALSE,TRUE,Illness/Medical,TRUE,English,388569,Absent
Black,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,249074,Absent
Nat. Amer.,M,11,11/28/2017,7:41 AM,FALSE,TRUE,FALSE,,FALSE,English,260028,Tardy
White,F,9,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,328649,Absent
Hispanic,M,10,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,268641,Absent
Hispanic,M,10,11/28/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,268769,Tardy
Black,F,12,11/28/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,330479,Tardy
White,F,12,11/28/2017,9:27 AM,FALSE,TRUE,FALSE,,FALSE,English,348465,Tardy
White,M,12,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,330657,Absent
Black,F,10,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,269623,Absent
White,M,10,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,260437,Absent
Black,F,11,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,244103,Absent
White,M,12,11/28/2017,8:36 AM,FALSE,TRUE,FALSE,,FALSE,English,259170,Tardy
Asian,M,12,11/28/2017,7:29 AM,FALSE,TRUE,FALSE,,FALSE,English,243312,Tardy
Asian,M,7,11/28/2017,7:24 AM,FALSE,TRUE,FALSE,,FALSE,Cantonese,315175,Tardy
Asian,F,10,11/28/2017,7:34 AM,FALSE,TRUE,FALSE,,FALSE,Other,365504,Tardy
Asian,F,11,11/28/2017,7:27 AM,FALSE,TRUE,FALSE,,FALSE,Other,365505,Tardy
Hispanic,F,11,11/28/2017,10:45 AM,TRUE,TRUE,FALSE,,FALSE,English,259554,Absent
Asian,F,7,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,Bengali,379660,Absent
Hispanic,M,9,11/28/2017,7:20 AM,FALSE,TRUE,FALSE,,FALSE,English,269783,Tardy
Black,M,12,11/28/2017,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,236816,Tardy
White,F,8,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,307347,Absent
Black,M,11,11/28/2017,7:35 AM,FALSE,TRUE,FALSE,,FALSE,Cape Verdean,240386,Tardy
Hispanic,M,9,11/28/2017,7:40 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,322519,Tardy
Black,M,8,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,341863,Absent
Black,F,10,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,Amharic,341866,Absent
Black,M,11,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,359256,Absent
Black,M,11,11/28/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,257971,Tardy
Black,M,12,11/28/2017,7:33 AM,FALSE,TRUE,FALSE,,FALSE,French,247015,Tardy
Black,M,11,11/28/2017,7:33 AM,FALSE,TRUE,FALSE,,FALSE,English,312697,Tardy
Asian,M,11,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,259472,Absent
Black,F,9,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,359657,Absent
Hispanic,F,12,11/28/2017,9:30 AM,FALSE,TRUE,FALSE,,FALSE,English,258176,Tardy
Hispanic,F,11,11/28/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,267836,Tardy
Black,F,10,11/28/2017,7:42 AM,FALSE,TRUE,FALSE,,FALSE,English,265998,Tardy
Hispanic,F,7,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,328073,Absent
Hispanic,F,7,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,Spanish,319690,Absent
Asian,M,8,11/28/2017,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,321284,Tardy
Asian,M,11,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,257872,Absent
Black,F,12,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,367427,Absent
Black,F,10,11/28/2017,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,297796,Tardy
White,M,10,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,296964,Absent
Black,F,11,11/28/2017,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,259322,Tardy
Other,F,10,11/28/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,298730,Tardy
White,F,8,11/28/2017,7:52 AM,FALSE,TRUE,FALSE,,FALSE,English,316928,Tardy
Other,M,9,11/28/2017,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,345449,Tardy
Black,F,12,11/28/2017,7:43 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,364939,Tardy
Hispanic,F,7,11/28/2017,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,323036,Tardy
White,F,9,11/28/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,297204,Absent
White,M,7,11/28/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,306680,Absent
Black,F,12,11/28/2017,8:19 AM,FALSE,TRUE,FALSE,,FALSE,English,252195,Tardy
Hispanic,M,11,11/28/2017,8:17 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,263755,Tardy
Asian,F,12,11/28/2017,7:55 AM,FALSE,TRUE,FALSE,,FALSE,Mandarin,258193,Tardy
Asian,M,10,11/28/2017,8:24 AM,FALSE,TRUE,FALSE,,FALSE,Toishanese,298401,Tardy
Black,F,12,11/27/2017,7:20 AM,FALSE,TRUE,FALSE,,FALSE,Somali,308710,Tardy
Hispanic,M,11,11/27/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,221979,Tardy
Black,F,10,11/27/2017,7:20 AM,FALSE,TRUE,FALSE,,FALSE,English,245448,Tardy
Black,F,10,11/27/2017,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,297942,Tardy
White,F,8,11/27/2017,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,297103,Tardy
Hispanic,F,11,11/27/2017,7:45 AM,FALSE,TRUE,FALSE,,FALSE,English,260916,Tardy
White,M,10,11/27/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,299354,Absent
Black,F,12,11/27/2017,8:36 AM,FALSE,TRUE,FALSE,,FALSE,Somali,267154,Tardy
Hispanic,M,9,11/27/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,370416,Absent
Hispanic,F,8,11/27/2017,7:55 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,English,317880,Tardy
Hispanic,F,12,11/27/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,262740,Absent
Black,F,12,11/27/2017,9:27 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,258550,Tardy
Black,F,12,11/27/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,260239,Absent
Hispanic,M,9,11/27/2017,7:26 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,400663,Tardy
Hispanic,F,9,11/27/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Spanish,296459,Absent
Hispanic,M,8,11/27/2017,7:35 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,254650,Tardy
Asian,M,11,11/27/2017,Null,TRUE,FALSE,FALSE,,FALSE,Urdu,324761,Absent
Hispanic,M,9,11/27/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,311323,Absent
Black,F,11,11/27/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,258226,Tardy
White,M,9,11/27/2017,Null,TRUE,FALSE,FALSE,,FALSE,Italian,298030,Absent
Other,F,10,11/27/2017,7:37 AM,FALSE,TRUE,FALSE,,FALSE,English,311143,Tardy
White,F,10,11/27/2017,11:19 AM,FALSE,FALSE,TRUE,,FALSE,English,299308,Present
